Loc2_CornyCholmc2_00000	#Cmowy l#es.
Loc1_Polo1_00033	Nochcu was w d#d#ele komd#di#c. Bo#zemje.
Loc1_Polo1_00034	Dobry #de#n! Som Krabat z Jitka.
Loc1_Polo1_00035	Och, w Jitku se wjele njestawa. Cas jo tam ju#zo p#yed l#etami stojecy wosta#l.
Loc1_Polo1_00036	S#lowja#nska g#lowka njejo twarda, ale wutrajna.
Loc1_Polo1_00037	Cartojski m#lyn. S#co wo njom ju#zo s#ly#sali?
Loc1_Polo1_00038	Njesejo#yo #zyto?
Loc1_Polo1_00039	Nichten njew#e, #do ten Cartojski m#lyn stoj.
Loc1_Polo1_00040	Kotary nowy sw#et m#eni#yo?
Loc1_Polo1_00041	Chto pak wostanjo how? Chto potom jat#sy na konju wjaso#le poso#lstwo wozjawja#y? Kotara mama bu#do swojej #dowce do narodneje drastwy pomaga#s?
Loc1_Polo1_00042	Wub#egnu#y? Ga#z raz z tym zachopijo#s, njenamakajo#s ko#nca.
Loc1_Polo1_00043	Njok was p#yi #d#ele moli#y. Na zasejwi#denje.
Loc1_Polo1_00054	Ja sym Micha#l. A to je Ha#n#za, moja stracho#ciwa #zona. #Sto je noweho w Jitku?
Loc1_Polo1_00055	Ja som Micha#l. A to jo Ha#n#za, moja t#sacho#yiwa #ze#nska. Co jo nowego w Jitku?
Loc1_Polo1_00057	To je najskerje we w#sej #Lu#zicy tak. D#de#n wote dnja samsny wotb#eh.
Loc1_Polo1_00058	To jo nejskerjej w ce#lej #Lu#zycy tak. #De#n wote dnja samski wotb#eg.
Loc1_Polo1_00060	Wojna je hi#zo dl#eje ha#k 40 l#et nimo, tola zm#eni#lo so p#reco hi#s#ce ni#ko njeje.
Loc1_Polo1_00061	Wojna jo ju#zo dlej ako 40 l#et mimo - zm#eni#lo se p#yecej hy#s#ci nic njejo.
Loc1_Polo1_00063	My stejimy tu, knje#za wor#sta steji tam - na w#eki ...
Loc1_Polo1_00064	My stojmy how, kn#e#zeca warsta stoj tam - do nimjernos#ci...
Loc1_Polo1_00066	Njebled#d telko, d#d#e#laj rad#so! Hdy#z #sosar to wid#di, d#ostanjemoj sej zaso puki.
Loc1_Polo1_00067	Njepow#edaj teliko - #d#e#laj lubjej! Ga#z fojt to wi#di, dostanjomej zasej puki.
Loc1_Polo1_00069	Mjel#k, #zona! W#ezo d#ostanjemoj sej puki, zas a zaso.
Loc1_Polo1_00070	Mjelc, #ze#nska! Se w#e, a#z dostanjomy puki - zas a zasej.
Loc1_Polo1_00072	Puki za spalene syno, puki za suche swinje, puki za bled#denje ... Ale s#lowjanska heja je twjerda.
Loc1_Polo1_00073	Puki za spalone seno, puki za ryjne swinje, puki za pow#edanje... Ale s#lowja#nska g#lowka jo twarda.
Loc1_Polo1_00075	Haj, snano je wutrajna, najskerje p#rewutrajna. Bud#de l#epje, zo tu #ceknjemy.
Loc1_Polo1_00076	Jo, sna#d jo wutrajna, nejskerjej p#yewutrajna. Bu#do l#epjej, a#z wot how wub#egnjomy.
Loc1_Polo1_00078	Do druheje k#on#kiny abo p#rez wulke morjo do noweho sw#eta.
Loc1_Polo1_00079	Do drugego kraja abo p#yez wjelike morjo do nowego sw#eta.
Loc1_Polo1_00081	Njetrjebam m#lyna.
Loc1_Polo1_00082	Njetrjebam m#lyna.
Loc1_Polo1_00084	N#e. Na#sa p#oda je p#rep#eskojta.
Loc1_Polo1_00085	N#e. na#sa rola p#yed domom jo p#yewjelgin p#eskojta.
Loc1_Polo1_00087	Snano w#ed#da wikowarjo w Kulowje wjace. Woni tola z muku a ze zornom wikuja.
Loc1_Polo1_00088	Sna#d w#e#de wikowarje w Kulowje w#ecej. Woni ga z muku a ze #zytom wikuju.
Loc1_Polo1_00090	Abo ta stara blada w #Sunowje - kor#kmar.
Loc1_Polo1_00091	Abo ta stara bajawa w #Sunowje - kjarcma#x.
Loc1_Polo1_00093	D#densni#si d#de#n s#ly#si#s wjele wo kraju, ki#z drje je tak wulki, zo je za k#o#zdeho p#ody dos#c.
Loc1_Polo1_00094	#Dinsaj#sny #de#n s#ly#sy#s wjele wo kraju, ken#z drje jo tak wjeliki, a#z jo za ku#zdego zemje dos#c.
Loc1_Polo1_00096	Mjenuja j#on Ameriku. Tam njetrjeba#s knje#zkej na robotu chod#di#c. D#d#e#la#s za sebje a za sw#ojbu.
Loc1_Polo1_00097	Krajoju se groni Amerika. Tam njetrjeba#s kn#e#zkoju na robotu choj#di#y. #D#e#la#s za sebje abo za familiju.
Loc1_Polo1_00099	Ja docy#la njew#em, kajke to je.
Loc1_Polo1_00100	Ja sce#lego njew#em, kak to jo.
Loc1_Polo1_00102	Tola hdy#z ni#ko ke kusanju nima#s! Kl#etu wopu#s#cimoj ze susodami r#odnu wjes.
Loc1_Polo1_00103	Ga#z nic ku kusanju njama#s! Znowa wopu#s#cimej ze susedami rodnu wjas.
Loc1_Polo1_00105	#St#o to praji?! #St#o to praji?! Ty njewupada#s tajki, jako by m#e#l prawo, tajke n#e#sto rjec!
Loc1_Polo1_00106	Chto to groni? Chto to groni? Ty njewugl#eda#s taki, ako by m#e#l p#sawo, take n#eco groni#y!
Loc1_Polo1_00108	My smy njerjad we wo#kach knje#zkow. Ale tut#on njerjad je #ziwy!
Loc1_Polo1_00109	Za kn#e#zkow smy njer#ech. Ale ten njer#ech jo #zywy!
Loc1_Polo1_00111	Tohodla dyrbimy pre#k wottud! Tam, hd#de#z m#o#ze#s #ziwy by#c.
Loc1_Polo1_00112	Togodla dejmy p#sec wot how! Tam, #do#z mo#zo#s #zywy by#y.
Loc1_Ralbicy1_00000	Ow, wona p#reco hi#s#ce hotowa njeje.
Loc1_Ralbicy1_00001	Ow, wona p#yecej hy#s#ci gotowa njejo.
Loc1_Ralbicy1_00003	W#on tu pilnje d#d#e#la.
Loc1_Ralbicy1_00004	Won how pilnje #d#e#la.
Loc1_Ralbicy1_00006	Njejsym twarstwo wukny#l.
Loc1_Ralbicy1_00007	Njejsom twarstwo wuknu#l.
Loc1_Ralbicy1_00009	Za #ko bych jeho dyrbja#l poch#losta#c?
Loc1_Ralbicy1_00010	Za co by deja#l jogo #strofowa#y?
Loc1_Ralbicy1_00012	T#on je m#oj!
Loc1_Ralbicy1_00013	Ten jo moj!
Loc1_Ralbicy1_00015	Nochcu, zo so rozhn#ewa.
Loc1_Ralbicy1_00016	Njok, a#z se rozgori.
Loc1_Ralbicy1_00018	Ja sym Krabat z Jitka, a #st#o s#ce wy?
Loc1_Ralbicy1_00019	Ja nikoho rozmjerza#l njejsym. Zyma b#e kruta, a wjet#sina lud#di je mje wotpokaza#la.
Loc1_Ralbicy1_00020	Po#lna robota - #sto to woznamjenja?
Loc1_Ralbicy1_00021	#Kehodla su knje#zkojo tak nahrabni?
Loc1_Ralbicy1_00022	#Swarne twarni#s#co tu w Ralbicach ma#ce.
Loc1_Ralbicy1_00023	Je wosrjed#d tyd#denja, a nicht#o tu njed#d#e#la.
Loc1_Ralbicy1_00024	Znaje#ce #Kertowski m#lyn?
Loc1_Ralbicy1_00025	M#ej#ce wutrobny d#dak za rozmo#lwu. Bo#zemje.
Loc1_Ralbicy1_00026	Ni#ko dale.
Loc1_Ralbicy1_00027	Ja som Krabat z Jitka, a chto s#co Wy?
Loc1_Ralbicy1_00028	Ja nikogo gori#l njejsom. Zyma jo by#la k#suta, a w#et#syna lu#di jo m#e wotpokaza#la.
Loc1_Ralbicy1_00029	Po#lna robota -  co to jo?
Loc1_Ralbicy1_00030	Cogodla su kn#e#zki tak nagrabne?
Loc1_Ralbicy1_00031	Bejne twarni#s#co how w Ralbicach ma#yo.
Loc1_Ralbicy1_00032	Jo srjej#d ty#denja, a nichten how nje#d#e#la.
Loc1_Ralbicy1_00033	Znajo#yo Cartojski m#lyn?
Loc1_Ralbicy1_00034	M#ej#yo wut#sobny #d#ek za rozgrono - na zasejwi#denje.
Loc1_Ralbicy1_00035	Nic njok.
Loc1_Ralbicy1_00045	Ty so #ci pra#se#s! Hdy#z #k#lowjek n#e#sto ma, chce p#reco wjace.
Loc1_Ralbicy1_00046	Ty mo#zo#s se p#sa#sa#y! Ga#z lu#d n#eco ma, co p#yecej w#ecej.
Loc1_Ralbicy1_00048	Knje#zk ma m#oc, swoje bohatstwo na chribje#ce ludnos#ce mno#zi#c.
Loc1_Ralbicy1_00049	Kn#e#zk ma moc swojo bogatstwo na k#yebja#ye ludnos#ci rozmno#zy#y.
Loc1_Ralbicy1_00051	Nimo toho p#la#ci w#ojwodstwo wjele pjenjez, a 30 l#et w#ojnu wjes#c p#la#ci hi#s#ce raz telko.
Loc1_Ralbicy1_00052	Mimo togo p#la#yi wojwodstwo wjele pjenjez, a 30 l#et wojnu wjas#c p#la#yi hy#s#ci raz teliko.
Loc1_Ralbicy1_00054	D#d#e#lo na knje#zich polach je so podl#e#si#lo.
Loc1_Ralbicy1_00055	#D#e#lo na kn#eskich polach jo se podlej#sy#lo.
Loc1_Ralbicy1_00057	Dyrbimy so #s#es#c dnjow wob tyd#de#n na knje#zich kub#lach dr#e#c a to n#etko te#z z na#sim wosobinskim gratom abo zap#rahom.
Loc1_Ralbicy1_00058	Dejmy se #ses#c dnjow wob ty#de#n na kn#eskich kub#lach dr#ecowa#y a n#ento teke z na#sym wosobinskim r#edom abo p#y#egom.
Loc1_Ralbicy1_00060	D#d#e#lo na na#sich p#olkach knje#zka njezajimuje.
Loc1_Ralbicy1_00061	#D#e#lo na na#sych polkach kn#e#zka njezajmujo.
Loc1_Ralbicy1_00063	W#ezo, knje#ze Krabato! Burja jeno#z na tebje #kakaja, zo bychu #ci ze swojeho bohatstwa darili.
Loc1_Ralbicy1_00064	Se w#e, kn#ez Krabat! Bury jano na tebje cakaju, aby #yi ze swojogo bogatstwa n#eco darili.
Loc1_Ralbicy1_00066	My sami h#l#od tradamy! Po#lna robota nas rozdr#ewa, a nicht#o njew#e, ha#k p#richodnu zymu p#re#ziwi.
Loc1_Ralbicy1_00067	My sami g#lod mr#ejomy! Po#lna robota nas knichtujo, a nichten njew#e, l#ec p#yiducu zymu p#ye#zywi.
Loc1_Ralbicy1_00069	Tebje tola znaju. Sy za#s#lu zymu pola nas po pro#senju by#l a moju #zonu ch#etro rozhn#ewa#l.
Loc1_Ralbicy1_00070	Tebje ga znajom. Sy zaj#donu zymu wu nas p#sosy#l a moju #ze#nsku bejnje rozgori#l.
Loc1_Ralbicy1_00072	Za#s#ly m#esac sym poslednich d#d#e#la#cerjow wid#da#l. Cyrkej ani za 50 l#et hotowa njebud#de!
Loc1_Ralbicy1_00073	Zaj#dony mjasec som wi#de#l sl#ednych #d#e#la#yerjow. Cerkwja razka za 50 l#et hy#s#ci gotowa njebu#do!
Loc1_Ralbicy1_00075	Haj, to bud#de na#sa nowa cyrkej.
Loc1_Ralbicy1_00076	Jo, to jo na#sa nowa cerkwja.
Loc1_Ralbicy1_00078	#Kertowski m#lyn?! Spod#diwne mjeno. N#e, to #ci pomha#c njem#o#zu.
Loc1_Ralbicy1_00079	Cartojski m#lyn? #Diwne m#e. N#e - to #yi pomaga#y njamogu.
Loc1_Ralbicy1_00081	Ale pra#sej so tola kor#kmarja w #Sunowje. T#on m#oh#l to w#ed#de#c.
Loc1_Ralbicy1_00082	Ale p#sa#saj se raz kjarcmarja w #Sunowje. Ten by moga#l to w#e#de#y.
Loc1_Rapak1_00000	Pu#cnik hi#zo prawje njed#der#zi.
Loc1_Rapak1_00001	Ten p#sawje nje#dar#zy.
Loc1_Rapak1_00003	#Korny rapak. W#ezo! Kotru barbu m#e#lo jeho pjerjo hewak m#e#c?
Loc1_Rapak1_00004	Carny rapak. Se w#e! Kotaru barwu by mog#lo jogo pjerje howac m#e#y?
Loc1_Rapak1_00006	W#on tu sed#di. Zaso tajki #korny ptak.
Loc1_Rapak1_00007	Zasej taki carny pta#sk. Won how sej#di.
Loc1_Rapak1_00009	Pjerjo rapaka!
Loc1_Rapak1_00010	Pjerje rapaka!
Loc1_Rapak1_00012	Pu#cnik.
Loc1_Rapak1_00013	Njamogu wucyta#y, co how stoj.
Loc1_Rapak1_00015	W#on so njeda popadny#c!
Loc1_Rapak1_00016	Won se njedajo #lapi#y.
Loc1_Rapak1_00018	#Sto drje tu steji?
Loc1_Rapak1_00019	Njamogu wucyta#y, co how stoj.
Loc1_Rapak1_00021	Njew#em, dokal pu#c wjed#de!
Loc1_Rapak1_00022	Njew#em, #do droga wje#do!
Loc1_Rapak1_00024	To nochcu zapali#c.
Loc1_Rapak1_00025	To njok zapali#y.
Loc1_Rapak1_00027	To d#de te#z l#o#ze.
Loc1_Rapak1_00028	To #do teke la#z#kej.
Loc1_Rapak1_00030	Nochcu jeho wjace hn#ewa#c!
Loc1_Rapak1_00031	Njok jogo w#ecej gori#y!
Loc1_Rapak1_00033	Tak jeho njedosahnu!
Loc1_Rapak1_00034	To njedosegnu!
Loc1_Sunow1_00000	To je #Sunow. B#ech tu hi#zo po pro#senju.
Loc1_Sunow1_00001	To jo #Sunow. How som ju#zo #se#l p#sosyt.
Loc1_Sunow1_00003	Wjes sej rad#so zbliska wobhladam.
Loc1_Sunow1_00004	Wjas se lubjej zbliska wobgl#edajom.
Loc1_Sunow1_00006	Ja tola nochcu wjes zapali#c.
Loc1_Sunow1_00007	Ja ga njok wjas zapali#y.
Loc1_Wila1_00000	To su p#lokane #saty na su#senju.
Loc1_Wila1_00001	To su wupa#lkane klejdy a woblaki. Woni se su#se.
Loc1_Wila1_00003	Powjaz, na kotrym#z #saty su#sachu.
Loc1_Wila1_00004	#Stryck, na kotarem#z su klejdy su#syli.
Loc1_Wila1_00006	Do#lha, kruta lajna.
Loc1_Wila1_00007	D#lujki a twardy #stryck.
Loc1_Wila1_00009	Durje su zawrjene.
Loc1_Wila1_00010	#Durja su zamknjone.
Loc1_Wila1_00012	#Sto ma to r#eka#c? Njem#o#zu #saty ani wokomik tu wisajo m#e#c, bjez toho zo so hnydom zminu!? Ty so mi jeno zw#er!
Loc1_Wila1_00013	Co ma to groni#y? Njamogu klejdy razka wokognu#se how wisecy m#e#y, b#dez togo a#z se ned zgubiju! To se jano zw#e#x!
Loc1_Wila1_00015	#Sto sym #ci praji#la! Wumyj sej noze, zo by so #sma#lc w twojimaj wu#somaj dale suny#l!
Loc1_Wila1_00016	Co som #yi groni#la! Wumyj se noze, aby se #sma#lc w twojima wu#syma dalej suwa#l!
Loc1_Wila1_00018	N#etko pak dyrbju so sp#e#snje schowa#c!
Loc1_Wila1_00019	N#ent pak dejm se sp#e#snje schowa#y!
Loc1_Wila1_00021	Kajka to wobrada! W#sitko mazane! Ow, ow, to bud#de knje#zk zaso swarje#c. N#etko dyrbju w#sitko hi#s#ce raz p#loka#c!
Loc1_Wila1_00022	Kaka to wobrada - te r#edne klejdy a woblaki! W#sykno wobmazane! Ow, ow, to bu#do kn#e#zk zasej #s#coka#y. N#ento dejm w#sykno hy#s#ci raz pa#lka#y!
Loc1_Wila1_00024	To nochcu zapali#c!
Loc1_Wila1_00025	To njok zapali#y!
Loc1_Wila1_00027	Nimam chwile!
Loc1_Wila1_00028	Njamam cas!
Loc1_Wjes1_00000	W#on tak m#ocnje d#d#e#la, zo #skr#e l#etaja!
Loc1_Wjes1_00001	Won tak mocnje #d#e#la, a#z #skr#e l#etaju!
Loc1_Wjes1_00003	#Sunowske sudy.
Loc1_Wjes1_00004	#Sunojske sudy.
Loc1_Wjes1_00006	Wid#du kor#kmarja w kuchni.
Loc1_Wjes1_00007	Wi#dim kjarcmarja w kuchni.
Loc1_Wjes1_00009	#Zelezna tafla kor#kmy, wona so we w#et#riku #kumpa.
Loc1_Wjes1_00010	Zelezne znamje kjarcmy. To se we w#et#syku t#sumpa.
Loc1_Wjes1_00012	Wohe#n knyskota.
Loc1_Wjes1_00013	Woge#n knykoco.
Loc1_Wjes1_00015	Wone su p#re#ce#zke!
Loc1_Wjes1_00016	Su p#ye#y#e#zke!
Loc1_Wjes1_00018	P#rez wokno so do kor#kmy njekrosnuju!
Loc1_Wjes1_00019	P#yez wokno do kjarcmy njel#ezom!
Loc1_Wjes1_00021	Njem#o#zu taflu dosahny#c.
Loc1_Wjes1_00022	Njamogu znamje dosegnu#y.
Loc1_Wjes1_00024	Nochcu so spali#c! Potom je tuta hra hnydom sk#on#kena!
Loc1_Wjes1_00025	Njok se spali#y! Potom jo to gra#ye ned ku ko#ncoju!
Loc1_Wjes1_00027	To nochcu zapali#c!
Loc1_Wjes1_00028	To njok spali#y!
Loc1_Wjes1_00030	Za #ko bych jeho dyrbja#l poch#losta#c?
Loc1_Wjes1_00031	Za co by jogo deja#l wot#strofowa#y?
Loc1_Wjes1_00033	Nochcu, zo so rozhn#ewa!
Loc1_Wjes1_00034	Njok, a#z se rozgori!
Loc1_Wjes1_00036	Kij je p#rekr#otki!
Loc1_Wjes1_00037	Kij jo p#yekrotki!
Loc1_Wjes1_00039	L#epje so nje#nd#de pali#c!
Loc1_Wjes1_00040	DS L#epje so nje#nd#de pali#c!
Loc1_Wjes1_00042	Ja sym Krabat. Pytam #Kertowski m#lyn.
Loc1_Wjes1_00043	Chcu by#c m#lynski. Sym l#eta po pro#senju chod#di#l a w zymje husto h#l#od trada#l. Chudobu doma w Jitku wjace njeznjesu.
Loc1_Wjes1_00044	Chcu pak wjace nawukny#c. Lud#do pow#edaja, zo ma#s w #Kertowskim m#lynje te#z p#ristup k #kinkarstwu.
Loc1_Wjes1_00045	Pasli#ce te#z konjam #f#krije#F?
Loc1_Wjes1_00046	D#densa pak njeje telko lud#di po pu#cu.
Loc1_Wjes1_00047	Za#s#le l#eto sym samo w jednym m#esta#kku p#ostniski #cah wid#da#l.
Loc1_Wjes1_00048	Abraham Frencel? Wo nim je knjez farar hi#zo j#onu pow#eda#l.
Loc1_Wjes1_00049	Bych te#z rady knihi #kita#l abo raz list napisa#l.
Loc1_Wjes1_00050	Njechod#du w zymje na p#razu, ale po pro#senju.
Loc1_Wjes1_00051	Wy potajkim njew#es#ce, hd#de #Kertowski m#lyn steji?
Loc1_Wjes1_00052	Dyrbju dale - bo#zemje.
Loc1_Wjes1_00053	Ja som Krabat. Pytam Cartojski m#lyn.
Loc1_Wjes1_00054	Cu by#y m#ly#nski. Som l#eta p#sosyt choj#di#l a w zymje cesto g#lodny by#l. Chudobu doma w Jitku w#ecej njeznjasom.
Loc1_Wjes1_00055	Cu pak w#ecej nawuknu#y. Lu#de pow#edaju, a#z ma#s w Cartojskem m#lynje teke p#yistup ku guslowarstwoju.
Loc1_Wjes1_00056	Basli#yo teke konjam #fcrjeje#F?
Loc1_Wjes1_00057	#Dinsa pak njejo teliko lu#di po droze.
Loc1_Wjes1_00058	Zachadne l#eto som samo w jadnom ma#lem m#es#ce zapustojski p#ye#y#eg wi#de#l.
Loc1_Wjes1_00059	Abraham Frencel? Wo njom jo kn#ez fara#x ju#zo raz pow#eda#l.
Loc1_Wjes1_00060	By teke rady knig#ly cyta#l abo raz list napisa#l.
Loc1_Wjes1_00061	Njechoj#dim w zymje na p#y#ezu, ale p#sosyt.
Loc1_Wjes1_00062	Wy potakem njew#es#co, #do Cartojski m#lyn stoj?
Loc1_Wjes1_00063	Dejm dalej - na zasejwi#denje.
Loc1_Wjes1_00075	R#ekam Jurij a sym wjesny kowar tu w #Sunowje. #Kehodla pyta#s wony m#lyn?
Loc1_Wjes1_00076	M#e se groni Juro a som wejsny kowal how w #Sunowje. Cogodla pyta#s ten m#lyn?
Loc1_Wjes1_00078	Chce#s potajkim porjadnje d#d#e#la#c? Pytam hi#s#ce wu#komnika.
Loc1_Wjes1_00079	Co#s potakem por#ednje #d#e#la#y? Ja pytam hy#s#ci wuknje#nca.
Loc1_Wjes1_00081	Hdy#z ma#s l#o#st, m#o#ze#s tu wosta#c.
Loc1_Wjes1_00082	Ga#z ma#s lu#st, mo#zo#s how wosta#y.
Loc1_Wjes1_00084	W zymje so na p#razy jara wjele bled#di.
Loc1_Wjes1_00085	W zymskem casu se na p#y#ezy wjelgin wjele plapoco.
Loc1_Wjes1_00087	W#ezo soni k#o#zdy wo l#ep#sim #ziwjenju abo wo knize, z kotreje#z #fabrakadabra#F m#o#ze#s sw#et zm#eni#c.
Loc1_Wjes1_00088	Se w#e, a#z cowa ku#zdy wo l#ep#sem #zywjenju abo wo knig#lach, #do#z mo#zo#s z #fabrakadabra#F sw#et zm#eni#y.
Loc1_Wjes1_00090	To sy woprawd#de chudy pacho#l. P#raza s#lu#sa do wjesneho #ziwjenja.
Loc1_Wjes1_00091	To sy nap#sawdu chudy kjarl. P#y#eza ga jo to #d#el zgromadnego wejsa#nskego #zywjenja.
Loc1_Wjes1_00093	Wosebje m#lod#dina so w zymje na p#razy zetkawa. P#ri tym bachta, sp#ewa abo samo rejuje.
Loc1_Wjes1_00094	Wosebnje m#lo#dina se w zymje na p#y#ezy zmaka. P#yi tom wulicujo, spiwa abo samo rejujo.
Loc1_Wjes1_00096	W l#e#ce je zabawa d#d#e#la na polach dla nimale njem#o#zna.
Loc1_Wjes1_00097	Dla #d#e#la na polach a w l#e#yu jo lu#stowanje skoro njemo#zne.
Loc1_Wjes1_00099	Pra#sej so tola hos#ci w kor#kmje. #Ci wjele wid#da a s#ly#sa.
Loc1_Wjes1_00100	P#sa#saj ga se gos#ci w kjarcmje. Te wjele wi#de a s#ly#se.
Loc1_Wjes1_00102	W#ezo! P#odkowy za koniki p#rinjesu rjany dobytk. Hdy#z su sk#otne wiki w Kulowje, je tu ho#lk a to#lk.
Loc1_Wjes1_00103	Se w#e! Podkowy za konje p#yinjasu r#edny dobytk. Ga#z su skotne wiki w Kulowje, jo how zogol a ru#sowanje.
Loc1_Wjes1_00105	N#e, w#sako je wjet#sina burow hi#s#ce na knje#zich polach. Pr#eni zmjerzk nuzuje do sp#echa,
Loc1_Wjes1_00106	N#e, w#sak jo w#et#syna burow hy#s#ci na kn#eskich polach. Pr#edny mroz goni do sp#echa,
Loc1_Wjes1_00108	prjedy ha#k so p#riroda do do#lheho spara poda a lud#do zaso wjace chwile maja.
Loc1_Wjes1_00109	nje#zli se p#yiroda do d#lujkego spanja dajo a lu#de zasej w#ecej casa maju.
Loc1_Wjes1_00111	To b#e#se zaw#es#ce w Kulowje. Ale te#z na wjesce swje#ca p#ostnicy.
Loc1_Wjes1_00112	To jo zaw#es#ce w Kulowje by#lo. Ale teke na jsy sw#e#ye zapust.
Loc1_Wjes1_00114	Ka#z Frenclec Abraham mi j#onu praji: #fP#ostnicy - swjed#de#n #zranja, rejow a #zlokanja.#F
Loc1_Wjes1_00115	Ako jo Frenclojc Abraham m#e raz groni#l: #fZapust - sw#e#de#n #zranja, rejow a pi#ya.#F
Loc1_Wjes1_00117	Haj, haj. W#on je znaty #k#lowjek. Abraham je mje raz na piwo p#reprosy#l, dokel#z sym jeho konjej p#odkowy d#d#e#la#l.
Loc1_Wjes1_00118	Jo, jo. Won jo znaty lu#d. Abraham jo m#e raz na piwo p#yep#sosy#l, dokula#z som za jogo konja podkowy na#d#e#la#l.
Loc1_Wjes1_00120	W#on m#o#ze wulkotnje pow#eda#c - wo stawiznach Serbow, wo na#sej domiznje -
Loc1_Wjes1_00121	Won mo#zo wjelicnje pow#eda#y - wo stawiznach Serbow, wo na#sej domowni -
Loc1_Wjes1_00123	runje zaso jednu knihu pisa. Jara mudry to #k#lowjek.
Loc1_Wjes1_00124	rowno zasej jadne knig#ly pi#so. Wjelgin mudry to lu#d.
Loc1_Wjes1_00126	Kub#lanje t#oj#sto p#la#ci. Za to sy p#rechudy. Snano zaswita j#onu d#de#n, hdy#z m#o#ze k#o#zdy tajke n#e#sto nawukny#c.
Loc1_Wjes1_00127	Kub#lanje bejnje wjele p#la#yi. Za to sy p#yechudy. Sna#d zaswita raz #de#n, ga#z mo#zo ku#zdy take n#eco nawuknu#y.
Loc1_Wjes1_00129	Ale hdy#z sej to prawje p#remysluju - za #ko? P#ri kowanju #zeleza to njetrjebam.
Loc1_Wjes1_00130	Ale ga#z se to p#sawje p#yemysluju - za co? P#yi kowanju zeleza to njetrjebam.
Loc1_Wobzor1_00000	Wottud r#eku docy#la wid#de#c njem#o#zu!
Loc1_Wobzor1_00001	Wot how r#eku sce#lego wi#de#y njamogu!
Loc1_Wobzor1_00003	Wottud r#eku docy#la wid#de#c njem#o#zu!
Loc1_Wobzor1_00004	Wot how r#eku sce#lego wi#de#y njamogu!
Loc1_Wobzor1_00006	Wottud r#eku docy#la wid#de#c njem#o#zu!
Loc1_Wobzor1_00007	Wot how r#eku sce#lego wi#de#y njamogu!
Loc1_Zawod1_00000	W#ojna #zerje#se so p#rez kraj a p#rinjese wulku nuzu a b#edu ze sobu. Te#z serbski lud pod kwaklu cuzych w#ojskow #cerpje#se. Wojacy a rubje#znicy t#rice#ci l#et do#lho cychnowachu, tola hdy#z so wotsalichu, so horjo a h#l#od z nimi njeminy#stej. Chudoba knje#ze#se mjez serbskej ludnos#cu a b#e#se stajny p#rewodnik jednoreho mu#za.
Loc1_Zawod1_00001	Wojna jo se #zra#la p#yez kraj a jo p#yinjas#la wjeliku nuzu a b#edu ze sobu. Teke serbski lud jo pod knechtowanim cuzych wojskow #yerpje#l. Wojaki a rubja#zniki su t#yi#das#ca l#et d#lujko hawzowali a ga#z su wopu#s#cili kraj, njejstej se nuza a g#lod z nimi minu#lej. Chudoba jo kn#e#zy#la mjazy serbskeju ludnos#cu a jo by#la stawny p#yewodnik jadnorego lu#da.
Loc1_Zawod1_00003	Tola w#sitkim so hubjenje nje#nd#de#se. Knje#zkojo sej jako wy#skojo za #kas w#ojny t#oj#sto bohatstwa p#riswojichu. To pak jim njeb#e#se dos#c. Burja m#ejachu za nich robo#ci#c, dawki p#la#ci#c a so dr#e#c, a to samo na dnjach wot boha dateho m#era. Wjeseli#c a so zabawje#c sm#ed#de#se jeno#z knje#zk. A serbski lud sej pow#eda#se, zo wu#nd#de z luda njew#s#edny rjek abo sylnjan, ki#z - znajo kuz#lad#la a w#selake w#edy - bud#de m#ocni#si ha#k najm#ocni#si na hrodach.
Loc1_Zawod1_00004	Ale w#syknym njejo se #spatnje #s#lo. Kn#e#zki su sebje ako wu#ski za cas wojny bejne bogatstwa p#yiswojli. To pak njejo jim by#lo dos#c. Bury su m#eli za nich robo#yi#y, danki p#la#yi#s a se dr#ecowa#y, samo na nje#delach a sw#etych dnjach. Wjaseli#y a rozwjaseli#y jo se sm#e#l jano kn#e#zk. A w serbskem lu#de jo se pow#eda#lo, a#z wuj#do z luda njew#sedny ry#ya#x abo w#sogomocnik, ken#z znajo guslowarstwo a w#sakorake w#edy, bu#do mocnjej#sy ako nejmocnjej#sy na grodach.
Loc1_Zawod1_00006	T#oj#sto l#et po w#ojnje so na po#lo#zenju Serbow wjele zm#eni#lo njeb#e#se. We wonym #kasu bydle#se w Jitku pastyrska sw#ojba, kotra#z b#e#se tak chudu#ska, zo dyrbje#se sej jeni#kki syn Krabat hi#zo wot ma#los#ce sw#oj w#s#edny chl#eb sam zas#lu#ze#c. W l#e#cu pase#se swinje a husy a w zymje chod#de#se po pro#senju, zo njeby zah#l#odni#l.
Loc1_Zawod1_00007	N#ekotkare l#eta po wojnje njejo se na po#lo#zenju w Serbach wjele zm#eni#lo. W tom casu jo bydli#la w Jitku pastyrska familija, kotara#z jo by#la tak chudu#kka, a#z jo deja#l se jadnu#kki syn Krabat ju#zo wot ma#lego swoj w#sedny kl#eb sam zas#lu#zy#y. W l#e#yu jo pas#l swinje a gusy a w zymje jo choj#di#l p#sosyt, aby njezag#lodnu#l.
Loc1_Zawod1_00009	Ach, k#o#zdy d#de#n samsna b#eda.
Loc1_Zawod1_00010	L#eto so nachila, pr#enje zmjerzki su #lopjena #stomow wobarbili, a b#orze dyrbju zaso po pro#senju chod#di#c.
