Casnik_1|Won how stra#zujo.
Manega_16|Hmmm? - Stary #d#ed ... z kijom? Ow jej, togo ga znajom! Co ten jano co?
Manega_17|Krabat - n#e, to m#e m#e nic njegroni!
Manega_18|Derje. N#ent pak #di ... ty w#e#s, moj apetit! Mimo togo se m#e wostu#dijo. Potom som p#yecej wosebnje grozny.
Manega_19|Ow, kaka k#sasna muzika. P#so#sym hy#s#ci jaden kusk, jo?
Manega_20|Wur#ednje! Kro#syki #zedne njamam. Wzej se ga nag#lownik a p#yedaj jen!
Manega_21|Grrr ... wostaj to la#zecy!
Manega_22|Mam #yi do sl#edka kusnu#y?
Manega_23|To njejo twoj nag#lownik ... arrggg ...
Manega_24|Grrrr ...
Manega_25|Brrrr ...
Manega_26|Huaaaa ...
Manega_27|Hrrrrrrrrrrrrr ...
Mertens1_1|M#erny gat.
Mertens1_2|N#ent jo nazyma! Njamogu p#yecej do ku#zdego gata skocy#y, kotary#z po droze wi#dim.
Mertens1_3|How njok wu#di#y.
Mertens1_4|Se w#e. Chto howac? Zapustojski kostim to hy#s#ci by#y njamo#zo a p#sosym nje#y#e#n m#e za wu#sy, aby to wuprobowa#l!
Mertens1_5|Hej, wy tam wence - som hy#s#ci naj#e#dony wot sn#edanja. Ja njejsom #fg#lodny mu#z#F ale #fwodny mu#z#F.
Mertens1_6|W#em - a ty pyta#s Cartojski m#lyn.
Mertens1_7|Krabat, na#sa #Lu#zyca jo po#lna togo elementa, w kotarem#z se doma cuju.
Mertens1_8|Ja ga som rowno taka narska #yiba ako ty - a wodny mu#z jo t#sochu na tebje gl#eda#l.
Mertens1_9|Woni maju t#sach, nic drugego ako ... t#sach ... p#yed mocami #ymy ga ma ku#zdy t#sach, abo?
Mertens1_10|Tak s#luchaj, Krabat! Cartojski m#lyn, to su schowane chromy w l#esu woko#lo jsy Carny Cho#lmc.
Mertens1_11|Njejo to jadnora w#ec, ten m#lyn namaka#y. Pomaga#y mogu tebje jano b#ludnicki.
Mertens1_12|Woni su tak wjelgin z pow#es#ci ako ja. Ale b#ludnicki maju teke swoje principy.
Mertens1_13|Ga#z jim n#eco pjenjez p#yizatkajo#s, potom s#luchaj, co woni gronje. To jo wjelgin wa#zne! Howac m#lyn #zednje a nigdy njenamakajo#s.
Mertens1_14|Jo-lic s#lu#zbu pla m#lynika p#ye#zywijo#s, potom p#yi#d zasej ku nmjo!
Mertens1_15|Ty woso#l! Taka s#lu#zba pla Cartojskego m#lynika ma swoj w#esty por#ed.
Mertens1_16|Ale - co how pow#edam - namakaj nejpjerwjej m#lyn a potom se na moje s#lowa dopomnjejo#s.
Mertens1_17|Juro! Poj#d na wobjed a p#yinjas Jakubka sobu.
Mertens1_18|S#ly#sy#s - moja #ze#nska wo#la. Ku#zdy #de#n jano ryby na wobjed, to #yi ze #syje wisy.
Mertens1_19|Potakem Krabat, mysli na moje s#lowa...
Mertens1_20|Se w#e. Chto howac? Zapustojski kostim to hy#s#ci by#y njamo#zo a p#sosym nje#y#e#n m#e za wu#sy, aby to wuprobowa#l!
Mertens1_21|Hej, wy tam wence - som hy#s#ci naj#e#dony wot sn#edanja. Ja njejsom #fg#lodny mu#z#F ale #fwodny mu#z#F.
Mertens1_22|Ja w#em! A n#ento pyta#s pjerko rapaka.
Mertens1_23|Krabat, na#sa #Lu#zyca jo po#lna togo elementa, w kotarem#z se doma cuju.
Mertens1_24|Ja ga som rowno taka narska #yiba ako ty - a wodny mu#z jo t#sochu na tebje gl#eda#l.
Mertens1_25|Ale Krabat, ty sy zamog#l m#lynika wo#la#y a n#ento njew#e#s dalej? Sy ga #sykowany kjarl.
Mertens1_26|Ten nadawk teke hy#s#ci spo#lni#s - a ga#z s#lu#zbu pla m#lynika p#ye#zywi#s, potom poj#d zasej ku mnjo.
Mertens1_27|Wodny mu#z? - Sy to nap#sawdu?
Mertens1_28|Ty ga wjele wi#di#s a s#ly#sy#s - g#lodny mu#z.
Mertens1_29|Ja som Krabat z Jitka.
Mertens1_30|Jo, pytam Cartojski m#lyn - ale wotkul...
Mertens1_31|Mo#zo#s m#e pomaga#y? Nichten to njewum#ejo - mo#zo#s se ku#zdego#zkuli p#sa#sa#y.
Mertens1_32|Co m#e wostanjo? - Cu ga p#yerad w#e#de#y, co jo na tych pow#es#cach w#ernego.
Mertens1_33|B#ludnicki? Potakem njejsu z bajki.
Mertens1_34|Jo, b#ludnicki - jich wjednika som ju#zo zezna#l. Woni njejsu z bajki.
Mertens1_35|Cogodla p#ye#zywi#y? Cu by#y por#edny, pilny m#ly#nski...
Mertens1_36|Huch, n#ento pak malsnje p#sec.
Mertens1_37|#D#ekuju se za rozgrono.
Mertens1_38|Wodny mu#z? - Sy to nap#sawdu?
Mertens1_39|Ty ga wjele wi#di#s a s#ly#sy#s - g#lodny mu#z.
Mertens1_40|Ja som Krabat z Jitka.
Mertens1_41|Jo, ale wotkul to w#e#s?
Mertens1_42|Mo#zo#s m#e pomaga#y? Nichten to njewum#ejo - mo#zo#s se ku#zdego#zkuli p#sa#sa#y.
Mertens1_43|Cogodla p#ye#zywi#y? Cu by#y por#edny, pilny m#ly#nski...
Mertens1_44|Huch, n#ento pak malsnje p#sec.
Mertens1_45|#D#ekuju se za rozgrono.
Mertens2_1|M#erny gat.
Mertens2_2|N#ent jo nazyma! Njamogu p#yecej do ku#zdego gata skocy#s, kotary#z po droze wi#dim.
Mertens2_3|How njok wu#di#s.
Mertens2_4|Se w#e. Chto howac? Zapustojski kostim to hy#s#ci by#y njamo#zo a p#sosym, nje#y#e#n m#e za wu#sy, aby to wuprobowa#l!
Mertens2_5|Hej, wy tam wence! Som hy#s#ci naj#e#zony wot sn#edanja. Ja njejsom #fg#lodny mu#z#F ale #fwodny mu#z#F.
Mertens2_6|Ja w#em! A ty pyta#s guslowarske knig#ly.
Mertens2_7|Krabat, na#sa #Lu#zyca jo po#lna togo elementa, w kotarem#z se doma cuju.
Mertens2_8|Ja ga som rowno taka narska #yiba ako ty - a wodny mu#z jo t#sochu na tebje gl#eda#l.
Mertens2_9|Se w#e, a#z #yi pomagam. Chto#z Cartojski m#lyn p#ye#zywi, ma sna#d teke zamo#znos#ci knig#ly namaka#y.
Mertens2_10|Se w#e, Krabat, s#luchaj:
Mertens2_11|Se w#e, a#z maju kocki 9 #zywjenjow. Ale ta luba jo ju#zo 8 #zywjenjow zgubi#la.
Mertens2_12|To nichten tak p#sawje njew#e. Cogodla sy se pop#sawem wro#yi#l?
Mertens2_13|Na twojo p#sa#sanje som ju#zo caka#l. No jo, chto#z Cartojski m#lyn p#ye#zywi, ma sna#d te zamo#znos#ci.
Mertens2_14|Se w#e, Krabat, s#luchaj:
Mertens2_15|N#e, tu kreslanku hy#s#ci wi#de#l njejsom. Co na#s kn#ez fara#x tak w#sykno namakajo pod Kulojskeju cerkwju. R#edne serbske knig#ly se tam chowaju p#yed pazorami P#susow, kotare#z k#y#e serbsku r#ec wutama#y.
Mertens2_16|Fara#x jo m#eni#l, a#z jo ta #skla kluc ku Koraktoroju.
Mertens2_17|Se w#e, se w#e. Stary nan mojogo starego nana jo by#l tegdy #zywy. Won jo by#l dobry p#yija#yel wjednika Milcanow. Ten jo m#e#l cesto dos#c taku ma#lu #sklu p#yi sebje a na nju jo bejnje gl#eda#l. Jo ga to ten #d#el, kotary#z jo se sm#e#l ze sw#etnice wunjas#c. Ta #skla jo by#la wupy#snjona z wud#lypanymi ornamentami, kotare#z su teke m#estno sw#etnice p#yera#dili.
Mertens2_18|#Do pak jo ta woporna #skla wosta#la?
Mertens2_19|P#yi nadpa#de kralojskich abo kej#zorskich wojskow jo do rukow cuzych wojakow p#yi#s#la. Woni w#sak njejsu w#e#deli, co wona symboliz#erujo. #Skla jo se zgubi#la do n#ekakeje komory pok#ladow kn#e#zka a jo m#eni#la n#ekotare raze wobsej#darja.
Mertens2_20|To klincy, ako by w#e#de#l, #do woporna #skla n#ent jo.
Mertens2_21|Jo, sy derje s#lucha#l. P#yed n#e#di stol#e#yim smy sej#deli w kjarcmje - a to w sakskej stolicy - w Drje#zd#danach. Dobre wino tam maju, to se magan wjaseli! Za blidom jo sej#de#l mu#z, n#ekaki sobu#d#e#la#yer kralojskego groda a ten jo m#e#l wjelike lis#ciny.
Mertens2_22|Smy por#ednje pili, a po casu som mog#l skrotka do lis#ciny pogl#ednu#y. A co som tam wi#de#l? Tam jo by#l #d#el drogotkow zakreslony a wopisany, kotary#z w komorje pok#ladow krala la#zy - mjazy nimi teke #skla.
Mertens2_23|$Wona m#e njejo doce#lego nadpadnu#la,$ale we wopisanju jo stoja#lo:$$pomjenjowanje:   woporna #skla (#zelezo)$pochad:   Gorna #Lu#zyca$starstwo:   900 l#et$wosebnos#ci:   wud#lypane linije a #srafury - zmys#l njeznaty
Mertens2_24|Potakem jo na#s #fkluc#F w kralojskej komorje pok#ladow. Jadnorjej#seje mo#znos#ci njejo, abo ...?
Mertens2_25|Ga#z co#s nap#sawdu moc Koraktora wu#zywa#y, dej#s do Drje#zd#dan. P#sa#saj se tam lu#di za Handrijom Zagrodnikom. To jo jadnu#kki Serb w m#es#ce, kotarego#z znaju a kotary#z bu#do #yi pomaga#y.
Mertens2_26|A ga#z jogo zmakajo#s, potom se jogo wop#sa#saj, l#ec njama sko#ncnje grajki za mojogo syna Jakuba gotowe. Won jo m#e hy#s#ci n#eco d#lu#zny.
Mertens2_27|Potakem Krabat, wjele wjasela w Drje#zd#danach. Ja se n#ento - blub - minu.
Mertens2_28|Ale wodny mu#z, kak sce#lego do Drje#zd#dan p#yidu?
Mertens2_29|Hmm, p#sec jo by#l ...
Mertens2_30|P#yew#so zajmne w#ecy how s#ly#sym. A Krabat ju#zo drogujo po sl#edach Koraktora. Derje tak, sna#d m#e z tym #d#e#lo wotewzejo.
Mertens2_31|Budu jomu sl#edowa#y, a ga#z knig#ly namaka, potom jogo ... znicym ...!
Mertens2_32|Hej, co ga n#ento? Ruce p#sec, njes#ly#sy#s ...ja kacor njejsom...
Mertens2_33|Ow, moj lubu#sk!
Mertens2_34|Ja njejsom twoj lubu#sk, ja som m#lynik z Cartojskego m#lyna - syn helskego carta!
Mertens2_35|Jo, a woda se ju#zo wari, abo som ju#zo w heli?
Mertens2_36|Zgub se, stara gjargawa! Ga#z jo to hela, by ty na tronje sej#de#la a carty by pakowali!
Mertens2_37|Tak s#luchaj, Krabat! Wulicuju #yi wo knig#lach, kotare#z se njejsu #zednje z na#sych g#lowow minuli, kotare#z su pop#sawem jano legenda, zbytk dawnych casow - duch lichoty.
Mertens2_38|Stare su pomjenili knig#ly jano KORAKTOR. Kake su t#sojenja tych mocnych knig#low?
Mertens2_39|Po swojom zasedlenju mjazy Odru a #Lobjom w 6. stol#e#yu su serbske rody zachopili ze susedami wikowa#y. Njejsu pak to jano Sakse, Franki abo Duringi byli. Do na#sogo kraja su wjadli teke wikowa#nske drogi z Bycanca a arabskich krajow. Zaw#es#ce su Milcany po tej droze Koraktor do rukow dostali.
Mertens2_40|Koraktor su carne knig#ly z b#e#lymi pismikami. Su pak to g#lownje kreslanki, kotare#z guslowanja wopisuju. Zagronity za knig#ly jo by#l p#yecej star#sy abo wjednik roda. Won jo p#yepodawa#l knig#ly p#yiducej generaciji.
Mertens2_41|Srjej#d 8. stol#e#ya jo by#lo z m#erom ko#nc. Zam#er frankskego kej#zora Karla Wjelikego jo by#lo pod#yisnjenje podwjacornych stronow S#lowjanow. Zachopne wobaranja p#yi podwjacornej granicy su se skoro z#lamali, a wojska kej#zora su se wlakli dalej a dalej do podzajt#sa.
Mertens2_42|Zachopje#nk 10. stol#e#ya su byli potom teke gro#di#s#ca Milcanow wobgrozone, a cuze wojaki su dobywali dalej a ces#cej te njerowne bitwy.
Mertens2_43|W l#e#ye 939 jo da#l markgroba Gero las#ciwje 30 s#lowja#nskich wjerchow zamordowa#y. #Dinsa wobgl#edujomy to l#eto ako zachopje#nk ko#nca. Jadnota podwjacornych S#lowjanow jo by#la doko#ncnje z#lamana, a pod sl#edami pod#yisnjenja a wotwisnos#ci teke ty #dinsa hy#s#ci #yerpi#s, Krabat.
Mertens2_44|Ach jo, n#ento som ce#lo na koraktor zaby#l. na#se knig#ly su w podzemskej sw#etnicy chowali - sna#d samo na jadnom gro#di#s#cu, aby knig#ly do wopacnych rukow njep#yi#sli.
Mertens2_45|Cogodla w sw#etnicy? Serbske abo sce#lego s#lowja#nske rody njejsu jano do jadnogo boga w#erili, ako to k#yes#cijan cyni. Na#se pr#edowniki su w#erili do w#sakorakich bogow, a po ce#lem serbskem kraju su sw#etnice rozbrojone byli. Su to potakem m#estna, #do#z lud jo bogam woprowa#l a bogow p#sosy#l.
Mertens2_46|#Do ta sw#etnica jo, to dokradnje njew#em - ale eksist#erujo kluc k potajmnej rumnos#ci. Stej to korta a kluc w jadnom. W#ecej #yi njamogu n#ento groni#y. Ale p#sa#saj se ga kn#eza fararja w Kulowje. Tam jo pod cerkwju #ypicka, #do#z stare spise chowaju.
Mertens2_47|Ow, Krabat, ja #yi witam! M#lynik se #dinsa hy#s#ci #derjo a bjaka, ga#z jano twojo m#e zas#ly#sy. Mimo togo ma zasej m#lodu kocku. Stara jo bo#zko do m#ly#nskego kolasa padnu#la.
Mertens2_48|Wodny mu#z? Sy to nap#sawdu?
Mertens2_49|Ty ga wjele wi#di#s a s#ly#sy#s - g#lodny mu#z.
Mertens2_50|Jo, ja som Krabat z Jitka.
Mertens2_51|Jo, pytam guslowarske knig#ly. Ale...
Mertens2_52|Mo#zo#s ty m#e pomaga#y?
Mertens2_53|Wodny mu#z, mo#zo#s t#sojenje wo Koraktorje wospjetowa#y?
Mertens2_54|Huch, n#ento pak malsnje p#sec.
Mertens2_55|#D#ekuju se za rozgrono.
Mertens2_56|Boga kocka! Njamaju kocki 9 #zywjenjow?
Mertens2_57|Zaw#es#ce jo m#lynik na koccynej smjer#yi wina.
Mertens2_58|Som w m#lynje wo mocnych, guslowarskich knig#lach s#ly#sa#l.
Mertens2_59|Wodny mu#z, mo#zo#s t#sojenje wo Koraktorje wospjetowa#s?
Mertens2_60|Som se moli#l.
Mertens2_61|Skoro se wro#yim, na zasejwi#denje.
Mlyn1_1|How smy. Ty sy wo njom cowa#l, to jo twojo nejw#et#se #zycenje. N#ento caka nowe #zywjenje.
Mlyn1_2|Cartojski m#lyn!
Mlyn1_3|Kn#ez m#lynik, ned p#sa#sanje na zachopje#nku:
Mlyn1_4|Co ma#s na wut#sobje, Krabat? P#yez l#etanje se #yi zaw#es#ce w brjuchu wjer#yi?
Mlyn1_5|N#e, kn#ez m#lynik. W m#ly#nskej grobli njewi#dim #zednu wodu, ale kolaso se weto wjer#yi.
Mlyn1_6|Wjelgin #diwnje, tola ma#s p#sawje. N#ento pak poj#d!
Mlyn1_7|#Y#e#zke dubowe #durja su zaprasnuli, a Cartojski m#lyn jo po#zr#e#l Krabata na d#lujki cas. Won jo deja#l #y#e#zko #d#e#la#y. Wjelicke m#echy ze #zytom a z muku su zek#yiwili r#ep, k#yebjat a Krabatowu wolu.
Mlyn2_1|W por#edku. Dajom #yi cas, wogl#edaj starjej#syma. Ale Krabat, s#luchaj:
Mlyn2_2|Sm#ejo#s jano domoj, ga#z po nejkrot#sej droze do Jitka #do#s. Twoje w#ecy pak wostanu how!
Mlyn2_3|A mysli na to: po nejkrot#sej droze!
Mlyn2_4|Mama a syn stej wjaso#lej domoj chwata#lej, ale m#lynik jo se na Krabata p#yew#so rozgori#l. Won jo za tym p#yi#se#l, na kaki part jo jogo golack p#yelas#ci#l.
Mlyn2_5|Poms#c jo s#lodka, moj luby, a to potom, ga#z ju na ko#zy cujo#s! Na zasejwi#denje - KRABAT!
Mlyn2_6|N#eco dnjow pozd#dej podajo se mama do Carnego Cho#lmca. W#so jo se sta#lo, ako jo to Krabat groni#l. Wjacor jo stoja#la mama w #yamnej komorce, a p#yed njeju jo sej#de#lo dwanas#co rapakow na d#lujkej #zer#di.
Mlyn2_7|Wup#sosy se wot m#lynika n#eco lichego casa, aby mog#l starjej#syma wogl#eda#y.
Mlyn2_8|Tak ako som ju#zo groni#l, Krabat: Namakaj sebje nejkrot#su drogu domoj!
Mlyn2_9|Najmam rad, ga#z poddane po #Lu#zycy dundaju. To se jano p#yewjele jangli. Nejkrot#su drogu!
MlynkCornyCholmc1_1|Ty sy m#e wo#la#l, a how som. Som lu#de a teke zw#erjeta pow#eda#y s#ly#sa#l,
MlynkCornyCholmc1_2|a#z co#s by#y m#ly#nski - a to w mojom m#lynje.
MlynkCornyCholmc1_3|Jo, to jo mojo nejw#et#se #zycenje.
MlynkCornyCholmc1_4|Tak s#luchaj - Krabat. Ga#z jo to nap#sawdu to, za cym#z se #yi nejw#ecej po#zeda#s,
MlynkCornyCholmc1_5|tak p#yinjas m#e pjerko rapaka ako znamje swojeje wole!
MlynkCornyCholmc1_6|Ma#s gluku. Rowno som wuknje#nca zgubi#l. Ga#z pjerko rapaka ma#s,
MlynkCornyCholmc1_7|poj#d zasej k tomu l#esoju, a ja se #yi poka#zom.
MlynkCornyCholmc1_8|Wjele wusp#echa. Krabat! How ma#s hy#s#ci n#eco na pomoc - kortu domownje,
MlynkCornyCholmc1_9|w#sak na tebje cakam ... a #yi trjebam.
MlynkCornyCholmc1_10|How to pjerje jo.
MlynkCornyCholmc1_11|Pjerko rapaka. Twojo znamje - twoja wola. Tak le#yimej do m#lyna, kotaremu#z lu#de jano #fCartojski m#lyn#F gronje.
MlynkCornyCholmc1_12|W#et#se a wichory - m#lynik was wo#la,$mocy wjelike a elementy togo sw#eta.$Pozwi#n#yo naju na wa#se k#yid#la,$#d#ek wjeliki w nama se zwiga.
Mlynkmurja_1|Dobry #de#n, golack!
Mlynkmurja_2|Wam to same, starki! Trjeba#yo pomoc?
Mlynkmurja_3|N#e, n#e, #d#ekuju se. Sna#d pak trjeba#s ty pomoc?
Mlynkmurja_4|Jo, ale wy m#e zaw#es#ce pomaga#y njamo#zo#yo.
Mlynkmurja_5|Cogodla? Jano, dokula#z som stary?
Mlynkmurja_6|Dejm n#ento dalej, na zasejwi#denje.
Mlynkmurja_7|Chwataj, Krabat! Ma#s hy#s#ci daloku drogu p#yed sobu. A na ko#ncu drogi stojm ja, twoj p#sawy njep#yija#yel.
Mlynkmurja_8|Hahaha!
Most1_1|Pokazowa#x.
Most1_2|Pokazowa#x.
Most1_3|To jo Klo#starska woda.
Most1_4|Pokazujo do sm#era Ralbicy.
Most1_5|Njamogu cyta#y. Ale mama jo raz m#eni#la, a#z wje#do droga nal#ewo do wjelikego m#esta.
Most1_6|Do togo sm#era njok! Mojej noze m#e tak daloko njenjasotej.
Most1_7|Njejsom #lacny!
Most1_8|Za kupanje jo t#sa#snje zyma!
Most1_9|To njok zapali#y!
Most1_10|How to zmys#la njama!
Most2_1|Pokazowa#x.
Most2_2|Pokazowa#x.
Most2_3|To jo Klo#starska woda.
Most2_4|Pokazujo do sm#era Ralbicy.
Most2_5|Njamogu cyta#y. Ale mama jo raz m#eni#la, a#z wje#do droga nal#ewo do wjelikego m#esta.
Most2_6|Do togo sm#era njok! Mojej noze m#e tak daloko njenjasotej.
Most2_7|Njejsom #lacny.
Most2_8|Za kupanje jo t#sa#snje zyma!
Most2_9|To njok zapali#y!
Most2_10|How to zmys#la njama.
Most2_11|Brrr! Hej, brrr!
Most2_12|Mogu wam pomaga#y? W #Sunowje mamy por#ednu kjarcmu, tam mo#zo#yo ...
Most2_13|Hej, ty serbski. Njew#e#s, z kim to pow#eda#s?
Most2_14|N#ekak naj#e#dony won ju#zo wugl#eda. Co groni naj#e#dony - t#lusty kjarl to jo.
Most2_15|Mjelc! Ma#s gluku, a#z #yi njerozm#ejo. To jo Awgust Mocny, a won njejo t#lusty, ale ma problemy ze za#lzami.
Most2_16|Awg ... Awgu ... Awgust Mocny? Mojejko ...
Most2_17|N#ento se zm#eruj. Jomu jo se ta swinjeca reja spodoba#la, a togodla co #yi rad do Drje#zd#dan sobu wze#y.
Most2_18|Do Drje#zd#dan? W por#edku. Som p#yecej ju#zo wo wjelikem m#es#ce cowa#l.
Most2_19|To#y zal#ez do karejty a potom poj#do dalej.
Most2_20|Dobry #de#n, mocny Awgust. Derje, a#z m#e njerozm#ejo#s.
Most2_21|Pow#eda knecht wo mnjo? Ako kral Polskeje mogu, se w#e, teke t#sochu serbski, to jano nichten dalej njew#e ...
Most2_22|Ow, ow, wa#sa gnadna majestos#c!
Most2_23|Jo, jo! N#ento m#e njetrjeba#s w#ecej z tym cajkom p#yi#y.
Most2_24|Ty potakem m#eni#s, a#z som ja t#lusty!
Most2_25|N#e! Mama jo groni#la, a#z dejm na swinje gl#eda#y.
Most2_26|Se w#e, a#z woni smjer#de, ale dejm na nje gl#eda#y.
Most2_27|Ga#z wjelki je popadnu, su p#sec. Dejm na nje gl#eda#y.
Most2_28|Se w#e, a#z jo to wostudne #d#e#lo. Ale tr#ebne.
Most2_29|Brrr! Hej, brrr!
Murja_1|Wut#sobny #d#ek! N#ent dejm zasej k rownakoju!
Murja_2|Ga#z m#e stra#za w m#es#ce ze s#lu#zabneju drastwu #lapijo, dostanjom zasej na#s#cokane - ja se lubjej p#yewoblekajom.
Njedz1_1|S#ly#ncne p#sugi se na wo#de frinkole.
Njedz1_2|Za kupanje jo ju#zo p#yezyma.
Njedz1_3|Ja ga weto g#lupy njejsom!
Njedz1_4|How njok wu#di#y!
Njedz2_1|S#ly#ncne p#sugi se na wo#de frinkole.
Njedz2_2|Za kupanje jo ju#zo p#yezyma.
Njedz2_3|Ja ga g#lupy njejsom!
Njedz2_4|How njok wu#di#y!
Pinca2_1|Poj#d, poka#zom #yi n#ento zajmnu kreslanku ...
Pinca2_2|Kak jo mo#zno, a#z ma m#lynik potom hy#s#ci guslowarsku moc, ga#z su knig#ly ju#zo wjele stow l#et zgubjone?
Pinca2_3|Potakem, wodny mu#z jo sw#etnicu naspomnje#l. Sw#etnica, abo ta potajmna rumnos#c, drje jo n#e#di pod zemju, dokula#z Koraktor njejo sm#e#l do rukow cuzych wojakow padnu#y. P#yistup k tym rumnos#cam su m#eli jano mjer#snice abo wjedniki roda, tych su tam teke zakopowali.
Pinca2_4|How wi#di#s takego boga starych Serbow - jomu jo se groni#lo Swaixtix - bog gw#ezdow a s#ly#ncnych p#sugow - potakem znamje #zywjenja a w#estoty.
Pinca2_5|W jadnej ruce ma postawa Swaixtixa ma#lu #sklu, z kotareje#z p#lomje#ska gy#ze. Jomu pod nogoma wi#di#s carne knig#ly. Sna#d mo#zo #yi ta #skla pomaga#y. Wona pokazujo drogu ku Koraktoroju.
Pinca2_6|W#este #d#ele guslowarskich knig#low su se wustnje nasl#ednikam dalej dawali - se w#e, a#z jano ma#lu#kki #d#el togo, co#z Koraktor wobp#yima. No jo, a m#lynik jo taki nasl#ednik starego mjer#sniskego roda, sna#d teke sl#edny, ken#z z ma#lymi cynkami lu#di gori a t#sa#sy.
Pinca2_7|Se w#e, a#z jo m#lynik wot swojich pr#edownikow wo mocnych knig#lach s#ly#sa#l. Won pak njama kluc ku Koraktoroju. Kluc jo ta #skla.
Poklad_1|Nazajt#sa
Poklad_2|Kn#ez juwel#er, poka#z#co m#e dowolnos#c!
Poklad_3|Se w#e. How.
Poklad_4|Podpisana jo a teke zyglowana. W por#edku, mo#zo#yo do komory.
Poklad_5|#Do jano ta #skla jo? Te t#sa#snje wjelike komory! Sna#d bu#do tam w ro#zku.
Poklad_6|Hmm, s#lonowinu how ma, spi#zki po#lne z#lota,
Poklad_7|a how na policy jo na#sa serbska #skla.
Poklad_8|To pak se Krabat wjaseli#y bu#do! Malsnje wum#eni#y, a#z to nichten njemarkujo.
Poklad_9|W#sykno w por#edku, kn#ez Dinglinger?
Poklad_10|Se w#e. Wjelgin por#ednje zrumowana, ta wa#sa komora. To ned w#sykno namaka#s.
Poklad_11|Ako se s#lu#sa. My ga njejsmy w proznje#ncy Ali Baby a jogo 40 rubja#znikow. W#sykno ma swoj por#ed!
Polo1_1|Wonej na poli #d#e#latej.
Polo1_2|Kamu#ski na droze.
Polo1_3|Hej, to su wognjowe kamu#ski!
Polo1_4|Za co by ju deja#l wot#strofowa#y?
Polo1_5|Za co by jogo deja#l wot#strofowa#y?
Polo1_6|Njok, a#z se rozgori!
Polo1_7|Njok, a#z se rozgori!
Polo1_8|Wezmjomy je nejpjerwjej sobu.
Polo1_9|Ja som Micha#l. A to jo Ha#n#za, moja t#sacho#yiwa #ze#nska. Co jo nowego w Jitku?
Polo1_10|To jo nejskerjej w ce#lej #Lu#zycy tak. #De#n wote dnja samski wotb#eg.
Polo1_11|Wojna jo ju#zo dlej ako 40 l#et mimo - zm#eni#lo se p#yecej hy#s#ci nic njejo.
Polo1_12|My stojmy how, kn#e#zeca warsta stoj tam - do nimjernos#ci...
Polo1_13|Njepow#edaj teliko - #d#e#laj lubjej! Ga#z fojt to wi#di, dostanjomej zasej puki.
Polo1_14|Mjelc, #ze#nska! Se w#e, a#z dostanjomy puki - zas a zasej.
Polo1_15|Puki za spalone seno, puki za ryjne swinje, puki za pow#edanje... Ale s#lowja#nska g#lowka jo twarda.
Polo1_16|Jo, sna#d jo wutrajna, nejskerjej p#yewutrajna. Bu#do l#epjej, a#z wot how wub#egnjomy.
Polo1_17|Do drugego kraja abo p#yez wjelike morjo do nowego sw#eta.
Polo1_18|Njetrjebam m#lyna.
Polo1_19|N#e. na#sa rola p#yed domom jo p#yewjelgin p#eskojta.
Polo1_20|Sna#d w#e#de wikowarje w Kulowje w#ecej. Woni ga z muku a ze #zytom wikuju.
Polo1_21|Abo ta stara bajawa w #Sunowje - kjarcma#x.
Polo1_22|#Dinsaj#sny #de#n s#ly#sy#s wjele wo kraju, ken#z drje jo tak wjeliki, a#z jo za ku#zdego zemje dos#c.
Polo1_23|Krajoju se groni Amerika. Tam njetrjeba#s kn#e#zkoju na robotu choj#di#y. #D#e#la#s za sebje abo za familiju.
Polo1_24|Ja sce#lego njew#em, kak to jo.
Polo1_25|Ga#z nic ku kusanju njama#s! Znowa wopu#s#cimej ze susedami rodnu wjas.
Polo1_26|Chto to groni? Chto to groni? Ty njewugl#eda#s taki, ako by m#e#l p#sawo, take n#eco groni#y!
Polo1_27|Za kn#e#zkow smy njer#ech. Ale ten njer#ech jo #zywy!
Polo1_28|Togodla dejmy p#sec wot how! Tam, #do#z mo#zo#s #zywy by#y.
Polo1_29|Dobry #de#n! Som Krabat z Jitka.
Polo1_30|Och, w Jitku se wjele njestawa. Cas jo tam ju#zo p#yed l#etami stojecy wosta#l.
Polo1_31|S#lowja#nska g#lowka njejo twarda, ale wutrajna.
Polo1_32|Cartojski m#lyn. S#co wo njom ju#zo s#ly#sali?
Polo1_33|Njesejo#yo #zyto?
Polo1_34|Nichten njew#e, #do ten Cartojski m#lyn stoj.
Polo1_35|Kotary nowy sw#et m#eni#yo?
Polo1_36|Chto pak wostanjo how? Chto potom jat#sy na konju wjaso#le poso#lstwo wozjawja#y? Kotara mama bu#do swojej #dowce do narodneje drastwy pomaga#s?
Polo1_37|Wub#egnu#y? Ga#z raz z tym zachopijo#s, njenamakajo#s ko#nca.
Polo1_38|Njok was p#yi #d#ele moli#y. Na zasejwi#denje.
Ralbicy1_1|Ow, wona p#yecej hy#s#ci gotowa njejo.
Ralbicy1_2|Won how pilnje #d#e#la.
Ralbicy1_3|Njejsom twarstwo wuknu#l.
Ralbicy1_4|Za co by deja#l jogo #strofowa#y?
Ralbicy1_5|Ten jo moj!
Ralbicy1_6|Njok, a#z se rozgori.
Ralbicy1_7|Ty mo#zo#s se p#sa#sa#y! Ga#z lu#d n#eco ma, co p#yecej w#ecej.
Ralbicy1_8|Kn#e#zk ma moc swojo bogatstwo na k#yebja#ye ludnos#ci rozmno#zy#y.
