Casnik_1|W#on tu stra#zuje.
Mainloc_45|Potajkim - kniha je wot w#esteho #S#c#epana, ki#z sej w horinach hrajka ... hmmm? Spod#diwne mjeno!
Mainloc_46|Hod#dinku pozd#di#so ...
Mainloc_47|Kniha njeje jeno#z za d#diwad#delnikow zajimawa. N#etko te#z Krabat #zadyn strach wjace nima.
Mainloc_48|Ow, t#on posledni kusk wosu#ska b#e dobry. Z po#lnym #zo#ldkom so tak prawje m#ocny #kuju.
Mainloc_49|Tak to nje#nd#de!
Mainloc_50|To nima zmys#la!
Mainloc_51|To so hinak wu#ziwa!
Mainloc_52|To njemo#zu #kini#c!
Mainloc_53|Rad#so nic!
Mainloc_54|To w#on njetrjeba!
Mainloc_55|To hi#s#ce trjebam!
Mainloc_56|To sebi zd#der#zu!
Mainloc_57|To wona njetrjeba!
Mainloc_58|To hi#s#ce trjebam!
Mainloc_59|To sebi zd#der#zu!
Mainloc_60|To woni njetrjebaja!
Mainloc_61|To hi#s#ce trjebam!
Mainloc_62|To sebi zd#der#zu!
Mainloc2_1|#Sto sym #ci praji#l? To njeje najkr#ot#si pu#c! Wr#o#co do m#lyna!
Mainloc2_2|Krabato, #kehodla njeposka#s? Wr#o#co ...!
Mainloc2_3|Sy sm#er zhubi#l? Najkr#ot#si pu#c!
Manega_1|#Zelezny nah#lownik.
Manega_2|Hr#ozbny law.
Manega_3|Law spi.
Manega_4|K tutomu hr#ozbnemu lawej njep#o#ndu. W#on mje hi#s#ce kusnje.
Manega_5|Mi so wostud#di. D#di mi z pu#ca!
Manega_6|Ja jeho njewubud#du!
Manega_7|Ja sym m#lody pacho#l z #Lu#zicy a d#d#e#lam tuchwilu pola krala.
Manega_8|Huch, ty m#o#ze#s ze mnu r#e#ke#c?
Manega_9|W#ezo. Sym to nawukny#l.
Manega_10|L#eta do#lho njem#o#zach z nikim r#e#ke#c, a ty sy n#etko hi#zo druhi #k#lowjek tut#on tyd#de#n.
Manega_11|Nimaja woni tu druhe zw#erjata, z kotrymi#z m#o#ze#s pobachta#c, a #st#o b#e poprawom t#on druhi #k#lowjek?
Manega_12|Ach, hdy#z druhe zw#erjata wid#du, d#ostanu jeno#z apetit. To do#lho njetraje, a sym tajku m#lodu antilopu zj#ed#l. Sym p#reco h#l#odny.
Manega_13|Po #kasu so na to zwu#ki#s. Ja sym te#z do#lho dos#c h#l#od trada#l. #St#o b#e n#etko tuta druha wosoba?
Manega_14|Grrr ..., to b#e#se tajki d#d#ed z kijom. Pra#se#se so mje za w#estym ... Krabatom ... - Ha#k sym jeho hi#zo j#onu pola krala wid#da#l.
Manega_15|W#on dyrbi n#ekajki s#lu#zowny by#c. Ty tola na kralowskim dworje d#d#e#la#s - znaje#s jeho?
Manega_16|Hmmm? - D#d#ed ... z kijom? Ow jej, toho tola znaju! #Sto t#on jeno#z chce?
Manega_17|Krabat - n#e, te mjeno mi ni#ko njepraji!
Manega_18|Derje. N#etko pak d#di ... ty w#e#s, m#oj apetit! Nimo toho so mi wostud#di. Potom sym p#reco wosebje hr#ozbny.
Manega_19|Ow, kajka krasna hud#dba. Pro#su hi#s#ce jedyn sp#ew#kk, haj?
Manega_20|Wurjadnje! Kro#sikow #zanych nimam. Wzmi sej tola nah#lownik a p#redaj j#on!
Manega_21|Grrr ... wostaj to le#zo!
Manega_22|Mam #ce do zadka kusny#c?
Manega_23|To njeje tw#oj nah#lownik ... arrggg ...
Manega_24|Grrrr ...
Manega_25|Brrrr ...
Manega_26|Huaaaa ...
Manega_27|Hrrrrrrrrrrrrr ...
Mertens1_1|M#erny hat.
Mertens1_2|N#etko je nazyma! Njem#o#zu p#reco do k#o#zdeho hata sko#ki#c, kotry#z po pu#cu wid#du.
Mertens1_3|Tu nochcu wud#di#c.
Mertens1_4|W#ezo. #St#o hewak? P#ostniski kostim to hi#s#ce by#c njem#o#ze a pro#su, nje#cahaj mje za wu#si, zo by to p#repruwowa#l!
Mertens1_5|Hej, wy tam wonka! Sym hi#s#ce syty wot sn#edanje. Ja njejsym #fh#l#odny mu#z#F ale #fw#odny mu#z#F.
Mertens1_6|W#em! A ty pyta#s #Kertowski m#lyn.
Mertens1_7|Krabato, na#sa #Lu#zica je po#lna toho elementa, w kotrym#z so doma #kuju.
Mertens1_8|Ja sym tola runje tajka w#cipna J#ewa ka#z ty - a sym #ce trochu wobked#dbowa#l.
Mertens1_9|Woni maja strach, pros#ce ... strach. P#red mocami #cmy ma tola k#o#zdy strach, abo?
Mertens1_10|Tak s#luchaj, Krabato! #Kertowski m#lyn je schowany statok we l#esu blisko wjeski #Korny Cho#lmc.
Mertens1_11|Njeje to jednora w#ec, tut#on m#lyn namaka#c. Pomha#c m#o#za tebi jen#o#z b#ludni#kki.
Mertens1_12|Wone su runje tak jara z pow#es#ce, ka#z ja. Ale b#ludni#kki maja te#z swoje principy.
Mertens1_13|Hdy#z jim n#e#sto pjenjez p#rityknje#s, potom s#luchaj, #sto woni praja. To je jara wa#zne! Hewak m#lyn nihdy nanihdy njenamaka#s.
Mertens1_14|Sy-li s#lu#zbu pola m#lynka p#re#ziwi#l, potom p#oj zaso ke mni.
Mertens1_15|Ty wosole! Tajka s#lu#zba pola m#lynka ma sw#oj porjad.
Mertens1_16|Ale - #sto tu pow#edam - namakaj najprjedy m#lyn a potom so na moje s#lowa dopomni#s.
Mertens1_17|Jurjo! P#oj k wobjedu a p#rinjes Jakubka sobu.
Mertens1_18|S#ly#si#s? Moja #zona wo#la. K#o#zdy d#ze#n jeno#z ryby k wobjedu, to #ci ze #sije l#eze.
Mertens1_19|Potajkim Krabato, mysli na moje s#lowa!
Mertens1_20|W#ezo. #St#o hewak? P#ostniski kostim to hi#s#ce by#c njem#o#ze a pro#su, nje#cahaj mje za wu#si, zo by to p#repruwowa#l!
Mertens1_21|Hej, wy tam wonka! Sym hi#s#ce syty wot sn#edanje. Ja njejsym h#l#odny mu#z ale w#odny mu#z.
Mertens1_22|Ja w#em! A n#etko pyta#s pjerjo rapaka.
Mertens1_23|Krabato, na#sa #Lu#zica je po#lna toho elementa, w kotrym#z so doma #kuju.
Mertens1_24|Ja sym tola runje tajka w#cipna J#ewa ka#z ty - a sym #ce trochu wobked#dbowa#l.
Mertens1_25|Ale Krabato, ty sy zam#oh#l m#lynka wo#la#c a n#etko njew#e#s dale? Sy tola wu#sikny kadla.
Mertens1_26|Tut#on nadawk te#z hi#s#ce spjelni#s. A sy-li s#lu#zbu pola m#lynka p#re#ziwi#l, potom p#oj zaso ke mni.
Mertens1_27|W#odny mu#zo?! - Sy to woprawd#de?
Mertens1_28|Ty tola wjele wid#di#s a s#ly#si#s - h#l#odny mu#zo.
Mertens1_29|Ja sym Krabat z Jitka.
Mertens1_30|Haj, pytam #Kertowski m#lyn. Ale zwotkel...?
Mertens1_31|M#o#ze#s mi pomha#c? Nicht#o to njezam#o#ze. M#o#ze#s so pra#se#c, koho#z chce#s.
Mertens1_32|#Sto mi zwostanje? Chcu tola p#rerady w#ed#de#c, #sto je na tych pow#es#cach w#erneho.
Mertens1_33|B#ludni#kki? Potajkim njejsu z bajki.
Mertens1_34|Haj, b#ludni#kki! Jich nawodu sym hi#zo zezna#l. Wone njejsu z pow#es#ce.
Mertens1_35|#Kehodla #fp#re#ziwi#l#F? Chcu by#c porjadny, pilny m#lynski!
Mertens1_36|Huch, n#etko pak skoku pre#k.
Mertens1_37|D#dakuju so za rozmo#lwu.
Mertens1_38|W#odny mu#zo?! - Sy to woprawd#de?
Mertens1_39|Ty tola wjele wid#di#s a s#ly#si#s - h#l#odny mu#zo.
Mertens1_40|Ja sym Krabat z Jitka.
Mertens1_41|Haj, ale zwotkel to w#e#s?
Mertens1_42|M#o#ze#s mi pomha#c? Nicht#o to njezam#o#ze. M#o#ze#s so pra#se#c, koho#z chce#s.
Mertens1_43|#Kehodla p#re#ziwi#l? Chcu by#c porjadny, pilny m#lynski!
Mertens1_44|Huch, n#etko pak skoku pre#k.
Mertens1_45|D#dakuju so za rozmo#lwu.
Mertens2_1|M#erny hat.
Mertens2_2|N#etko je nazyma! Njem#o#zu p#reco do k#o#zdeho hata sko#ki#c, kotry#z po pu#cu wid#du.
Mertens2_3|Tu nochcu wud#di#c.
Mertens2_4|W#ezo. #St#o hewak? P#ostniski kostim to hi#s#ce by#c njem#o#ze a pro#su, nje#cahaj mje za wu#si, zo by to p#repruwowa#l!
Mertens2_5|Hej, wy tam wonka! Sym hi#s#ce syty wot sn#edanje. Ja njejsym #fh#l#odny mu#z#F ale #fw#odny mu#z#F.
Mertens2_6|Ja w#em! A ty pyta#s kuz#larsku knihu.
Mertens2_7|Krabato, na#sa #Lu#zica je po#lna toho elementa, w kotrym#z so doma #kuju.
Mertens2_8|Ja sym tola runje tajka w#cipna J#ewa ka#z ty - a sym #ce trochu wobked#dbowa#l.
Mertens2_9|W#ezo #ci pomham. #St#o#z #Kertowski m#lyn p#re#ziwi, ma snano kmanos#ce, knihu namaka#c.
Mertens2_10|W#ezo, Krabato, s#luchaj:
Mertens2_11|W#ezo maja k#o#kki 9 #ziwjenjow. Ale ta luba m#eje#se hi#zo wosom pospytow.
Mertens2_12|To nicht#o tak prawje njew#e. #Kehodla sy so poprawom wr#o#ci#l?
Mertens2_13|Twoje pra#senje sym n#ekak p#redwid#da#l. N#o haj, #st#o#z #Kertowski m#lyn p#re#ziwi, ma snano kmanos#ce, knihu namaka#c.
Mertens2_14|W#ezo, Krabato, s#luchaj:
Mertens2_15|N#e, tutu rysowanku hi#s#ce wid#da#l njejsym. #Sto na#s knjez farar takle w#sitko pod Kulowskej cyrkwju namaka. Rjane serbske knihi chowaja so tam p#red pazorami Prusow, kot#ri#z chced#da na#su r#e#k wutupi#c.
Mertens2_16|Farar m#enje#se, zo je tuta #skla klu#k ke Koraktorej.
Mertens2_17|W#ezo, w#ezo. M#oj prad#d#ed b#e#se tehdy #ziwy. W#on b#e dobry p#re#cel nawody Mil#kanow. T#on m#eje#se hustohdy tajku #skli#kku p#ri sebi a na nju ch#etro ked#dbowa#se. B#e#se to mjenujcy jeni#kki d#d#el, kotry#z sm#ed#de#se so ze swjatnicy won njes#c. Tutu #sklu py#sachu zadypane ornamenty, kotre#z te#z m#estno swjatnicy p#rerad#dachu.
Mertens2_18|Hd#de pak je tuta woporna #skla zwosta#la?
Mertens2_19|P#ri nadpad#de kralowskich abo kej#zorskich w#ojskow je do rukow cuzych wojakow p#ri#s#la. Woni w#sako njew#ed#dachu, #sto symbolizuje. #Skla zhubi so do n#ekajkeho pok#ladni#s#ca knje#zka a m#enje#se n#ekotre razy wobsed#derja.
Mertens2_20|To klin#ki, jako by w#ed#da#l, hd#de woporna #skla tuchwilu je?
Mertens2_21|Haj, sy derje pos#lucha#l. P#red n#ehd#de l#etstotkom sed#dach w kor#kmje - a to w sakskej stolicy - w Drje#zd#danach. Dobre winko tam maja, to #ci #zo#ldk poskakuje! Za blidom sed#de#se mu#z, n#ekajki #k#lowjek z kralowskeho hroda, ki#z m#eje#se wulke lis#ciny.
Mertens2_22|Smy porjadnje pili, a po chwilce m#o#zach skr#otka do lis#ciny pohladny#c. #Sto tam wuhladach? Tam b#e#se d#d#el droho#cinkow zarysowany a wopisany, kotry#z w pok#ladni#s#cu krala le#zi - mjez druhim te#z #skla.
Mertens2_23|$Njeby mi docy#la napadny#la,$ale we wopisanju steje#se:$$pomjenowanje:   woporna #skla (#zelezo)$pochad:   kraj Mil#kanow$staroba:   900 l#et$wosebitos#ce:   wudypane linije a wobrazy - zmys#l njeznaty
Mertens2_24|Potajkim je na#s #fklu#k#F w kralowskim pok#ladni#s#cu. Jednori#seje m#o#znos#ce njeje, abo ...?
Mertens2_25|Hdy#z chce#s woprawd#de m#oc Koraktora wobsed#de#c, dyrbi#s so do Drje#zd#dan poda#c. Pra#sej so tam lud#di za Handrijom Zahrodnikom. To je jeni#kki Serb w m#es#ce, kotreho#z znaju a kotry#z bud#de #ci pomha#c.
Mertens2_26|A hdy#z jeho zetka#s, potom so jeho wopra#sej, ha#k nima sk#on#knje hrajku za mojeho syna Jakuba hotowu. W#on je mi hi#s#ce n#e#sto do#l#zny.
Mertens2_27|Potajkim Krabato, wjele wjesela w Drje#zd#danach. Ja so n#etko - blub - zminu.
Mertens2_28|Ale w#odny mu#zo, kak scy#la do Drje#zd#dan p#ri#ndu?
Mertens2_29|Hmm, pre#k b#e ...
Mertens2_30|P#rew#so zajimawe w#ecy tu s#ly#su, a Krabat hi#zo po sl#edach Koraktora pu#cuje. Derje tak, snano mi z tym d#d#e#lo wotewza.
Mertens2_31|Budu jeho wobked#dbowa#c, a hdy#z knihu namaka, potom jeho ... zni#ku ...!
Mertens2_32|Hej, #sto ha n#etko? Ruce pre#k, njes#ly#si#s ... ja ka#kor njejsym ...
Mertens2_33|Ow, m#oj lubu#sko!
Mertens2_34|Njejsym tw#oj lubu#sk, ja sym m#lynk z #Kertowskeho m#lyna - syn helskeho djabo#la!
Mertens2_35|Haj, a woda so hi#zo wari, abo sym hi#zo w heli!?
Mertens2_36|Pre#k, stare ka#kid#lo! Hdy#z je to hela, by ty na tr#onje sed#da#la a #kertojo bychu roz#c#ekali!!!
Mertens2_37|Tak s#luchaj, Krabato! Pow#edam #ci wo knize, kotra#z njeje so #zenje z na#sich h#lowow zminy#la, kotra#z je poprawom jeno#z legenda, powostank dawnych #kasow, duch swobody.
Mertens2_38|Stari mjenowachu knihu jeno#z KORAKTOR. #Sto je stawizna tuteje m#ocneje knihi?
Mertens2_39|Po swojim zasydlenju mjez W#odru a #Lobjom w 6. l#etstotku zapo#kachu serbske splahi ze susodami wikowa#c. Njeb#echu pak to jeno#z Saksojo, Frankojo abo Duringojo. Do na#sich k#on#kinow wjed#dechu te#z wikowanske dr#ohi z Bycanca a arabskich krajow. Po tutych pu#cach je pje#ka te#z Koraktor Mil#kanam do rukow p#ri#so#l.
Mertens2_40|Koraktor je #korna kniha z b#e#lymi pismikami. Su pak to h#lownje rysowanki, kotre#z kuz#larske #kinki wopisuja. Zamo#lwity za knihu b#e p#reco star#si abo nawoda splaha. W#on p#repoda knihu p#richodnej generaciji.
Mertens2_41|Srjed#d 8. l#etstotka b#e z m#erom k#onc. Zam#er frankskeho kej#zora Korle Wulkeho b#e#se pod#cisnjenje zapadnych k#on#kinow S#lowjanow. Spo#katne spje#cowanja p#ri zapadnej hranicy buchu b#orze zlemjene, a w#ojska kej#zora wle#kechu so dale a dale do wuchoda.
Mertens2_42|Spo#katk 10. l#etstotka b#echu potom te#z hrod#di#s#ca Mil#kanow wohro#zene, a cuzy wojacy dobywachu dale a hus#ci#so tute njerune boje.
Mertens2_43|W l#e#ce 939 da markhrabja Gero na les#ciwe wa#snje 30 s#lowjanskich wjerchow zamordowa#c. D#densa wobhladujemy tute l#eto jako spo#katk k#onca. Jednota zapadnych S#lowjanow b#e#se so dosk#on#knje z#lama#la, a pod s#c#ehami pod#cisnjenja a wotwisnos#ce te#z ty d#densa hi#s#ce #cerpi#s, Krabato.
Mertens2_44|Ach haj, n#etko sym cyle na Koraktor zaby#l. Na#su knihu chowachu w podzemskej swjatnicy - snano samo na jednym hrod#di#s#cu, zo njeby kniha do wopa#knych rukow p#ri#s#la.
Mertens2_45|#Kehodla n#etko zaso w swjatnicy? Serbske abo scy#la s#lowjanske splahi njew#erjachu jeno#z do jednoho boha, ka#z to k#res#can #kini. Na#si prjedownicy w#erjachu do w#selakich bohow, a po w#s#em serbskim kraju b#echu swjatnicy rozbrojene. Su to potajkim m#estna, hd#de#z lud woprowa#se a bohow pro#se#se.
Mertens2_46|Hd#de tuta swjatnica je, to dok#ladnje njew#em - ale eksistuje klu#k k tajnej rumnos#ci. Stej to karta a klu#k w jednym. Wjace #ci njem#o#zu n#etko praji#c. Ale pra#sej so tola knjeza fararja w Kulowje. Tam je pod cyrkwju stwi#kka, hd#de#z stare spisy chowaja.
Mertens2_47|Ow, Krabato, witam #ce! M#lynk hi#s#ce d#densa rjeji a bjaka, hdy#z jeno#z twoje mjeno zas#ly#si. Nimo toho ma zaso m#lodu k#o#kku. Stara je bohu#zel do m#lynskeho ko#la padny#la.
Mertens2_48|W#odny mu#zo?! - Sy to woprawd#de?
Mertens2_49|Ty tola wjele wid#di#s a s#ly#si#s - h#l#odny mu#zo.
Mertens2_50|Haj, ja sym Krabat z Jitka.
Mertens2_51|Haj, pytam kuz#larsku knihu. Ale zwotkel...
Mertens2_52|M#o#ze#s ty mi pomha#c?
Mertens2_53|W#odny mu#zo, m#o#ze#s stawiznu wo Koraktoru wospjetowa#c?
Mertens2_54|Huch, n#etko pak skoku pre#k.
Mertens2_55|D#dakuju so za rozmo#lwu.
Mertens2_56|Wboha k#o#kka! Nimaja k#o#kki 9 #ziwjenjow?
Mertens2_57|Zaw#es#ce je m#lynk na ko#kej smjer#ci wina.
Mertens2_58|Sym w m#lynje wo m#ocnej, kuz#larskej knize s#ly#sa#l.
Mertens2_59|W#odny mu#zo, m#o#ze#s stawiznu wo Koraktoru wospjetowa#c?
Mertens2_60|Sym so myli#l.
Mertens2_61|B#orze so wr#o#cu, bo#zemje.
Mlyn1_1|Tu smy. Ty sy wo nim soni#l, b#e to twoje najwjet#se p#re#ce. N#etko wo#kakuje #ce nowe #ziwjenje.
Mlyn1_2|#Kertowski m#lyn!
Mlyn1_3|Knje#ze m#lynko, hnydom pra#sen#kko na spo#katku:
Mlyn1_4|#Sto ma#s na wutrobje, Krabato? Po l#etanju #ci w#es#ce #zo#ldk kor#ki?
Mlyn1_5|N#e, knje#ze m#lynko. W m#lynskej hrjebi njewid#du ani kapki wody, ale ko#lo so najeba#c to wjer#ci.
Mlyn1_6|Jara spod#diwnje, tola ma#s prawje. N#etko pak p#oj!
Mlyn1_7|#Ce#zke dubowe durje so zaprasnychu, a #Kertowski m#lyn sp#o#zr#e Krabata na do#lhi #kas. Dyrbje#se #ce#zce d#d#e#la#c. Hoberske m#echi zorna a muki lemjachu Krabatej rjap a wolu.
Mlyn2_1|W porjadku. Dam #ci chwile, wopytaj star#seju. Ale s#luchaj, Krabato:
Mlyn2_2|Sm#e#s jeno#z domoj, jeli po najkr#ot#sim pu#cu do Jitka d#de#s. Twoje w#ecy pak wostanu tu!
Mlyn2_3|A mysli na to: po najkr#ot#sim pu#cu!
Mlyn2_4|Ma#c a syn chwata#staj wjeso#laj domoj, ale m#lynk so na Krabata p#rew#so z#lobje#se. W#on b#e#se pytny#l, na kotre wa#snje je jeho h#ol#kec p#reles#ci#l.
Mlyn2_5|Wje#cba je s#l#odka, m#oj luby! Na zasowid#denje - KRABATO!
Mlyn2_6|N#e#sto dnjow pozd#di#so poda so ma#c do #Korneho Cho#lmca. W#so so sta, ka#z b#e Krabat praji#l. Wje#kor steje#se ma#c w #cmowej komorce, a p#red njej sed#de#se dwana#ce rapakow na do#lhej #zerd#di.
Mlyn2_7|Wuprosy sej wot m#lynka n#e#sto #kasa, zo m#oh#l star#seju wopyta#c.
Mlyn2_8|Ka#z hi#zo prajach, Krabato: Namakaj sej najkr#ot#si pu#c domoj!
Mlyn2_9|Nimam rady, hdy#z poddanjo po #Lu#zicy dundaja. To so jeno#z p#rewjele bled#di. Najkr#ot#si pu#c!
MlynkCornyCholmc1_1|Sy mje wo#la#l, a tu sym. S#ly#sach lud#di ka#z te#z zw#erjata pow#eda#c,
MlynkCornyCholmc1_2|zo chce#s by#c m#lynski - a to w mojim m#lynje.
MlynkCornyCholmc1_3|Haj, to je moje najwjet#se p#re#ce.
MlynkCornyCholmc1_4|Tak s#luchaj, Krabato. Hdy#z je to woprawd#de to, za #kim#z najb#ole #zed#di#s,
MlynkCornyCholmc1_5|tak p#rinjes mi pjerjo rapaka jako znamjo swojeje wole.
MlynkCornyCholmc1_6|Ma#s zbo#zo. Runje sym wu#komnika zhubi#l. Hdy#z pjerjo rapaka ma#s,
MlynkCornyCholmc1_7|p#oj zaso k tutomu l#esej, a ja so #ci zjewju.
MlynkCornyCholmc1_8|Wjele wusp#echa, Krabato! Tu ma#s hi#s#ce n#e#sto k pomocy - kartu domizny,
MlynkCornyCholmc1_9|w#sako na tebje #kakam ... a #ce trjebam.
MlynkCornyCholmc1_10|Tu wone pjerjo je.
MlynkCornyCholmc1_11|Pjerjo rapaka. Twoje znamjo - twoja wola. Tak pole#cimoj do m#lyna, kotremu#z lud#do jeno#z #Kertowski m#lyn praja.
MlynkCornyCholmc1_12|W#et#riki a wichory - m#lynk was wo#la,$mocy hoberske a elementy tutoho sw#eta.$Pozb#eh#n#ce naju na wa#se k#rid#la,$d#dak wulki w namaj so zb#eha.
Mlynkmurja_1|Dobry d#de#n, h#ol#ke!
Mlynkmurja_2|Wam tohorunja, starco! Trjeba#ce pomoc?
Mlynkmurja_3|N#e, n#e, d#dakuju so. Snano pak trjeba#s ty pomoc?
Mlynkmurja_4|Haj, ale wy mi zaw#es#ce pomha#c njem#o#ze#ce.
Mlynkmurja_5|#Kehodla nic? Jeno#z, dokel#z sym stary?
Mlynkmurja_6|Dyrbju n#etko dale, bo#zemje.
Mlynkmurja_7|Chwataj, Krabato! Ma#s hi#s#ce daloki pu#c p#red sobu. A na k#oncu pu#ca steju ja, tw#oj w#erny njep#re#cel.
Mlynkmurja_8|Hahaha!
Most1_1|Pu#cnik.
Most1_2|Pu#cnik.
Most1_3|To je Kl#o#sterska woda.
Most1_4|Pokazuje do sm#era Ralbicy.
Most1_5|Njem#o#zu #kita#c. Ale ma#c raz m#enje#se, zo wjed#de pu#c nal#ewo do wulkeho m#esta.
Most1_6|Do tutoho sm#era nochcu! Mojej noze mje tak daloko njeponjesetej.
Most1_7|Njejsym la#kny.
Most1_8|Za kupanje je p#rezyma!
Most1_9|To nochcu zapali#c!
Most1_10|Tule to zmys#la nima!
Most2_1|Pu#cnik.
Most2_2|Pu#cnik.
Most2_3|To je Kl#o#sterska woda.
Most2_4|Pokazuje do sm#era Ralbicy.
Most2_5|Njem#o#zu #kita#c. Ale ma#c raz m#enje#se, zo wjed#de pu#c nal#ewo do wulkeho m#esta.
Most2_6|Do tutoho sm#era nochcu! Mojej noze mje tak daloko njeponjesetej.
Most2_7|Njejsym la#kny.
Most2_8|Za kupanje je p#rezyma!
Most2_9|To nochcu zapali#c!
Most2_10|Tu to zmys#la nima!
Most2_11|Brrr! Hej, brrr!
Most2_12|M#o#zu wam pomha#c? W #Sunowje mamy porjadnu kor#kmu, tam m#o#ze#ce ...
Most2_13|Hej, ty serbski lutko! Njew#e#s, z kim to r#e#ki#s?
Most2_14|N#ekak nasy#ceny w#on hi#zo wupada. #Sto r#eka nasy#ceny - to#lsty kadla to je.
Most2_15|Mjel#k! Ma#s zbo#zo, zo #ce njezrozumi. To je Awgust Sylny. A w#on njeje to#lsty, ale ma ze #za#lzami.
Most2_16|Awg ... Awgu ... Awgust Sylny?! Jejdyrko ...
Most2_17|N#etko so zm#eruj. Jemu je so ta swinjaca reja spodoba#la, a tohodla chce #ce rady do Drje#zd#dan sobu wza#c.
Most2_18|Do Drje#zd#dan?! W porjadku. Sym p#reco hi#zo wo wulkim m#es#ce soni#l.
Most2_19|Tu#z zal#ez do korejty, a potom p#o#nd#de dale.
Most2_20|Dobry d#de#n, sylny Awgusto. Derje, zo mje njezrozumi#s.
Most2_21|Pow#eda pohon#c wo mni? Jako kral P#olskeje m#o#zu w#ezo te#z trochu serbsce, to jeno#z nicht#o dale njew#e ...
Most2_22|Ow, ow, Wa#sa majestos#c!
Most2_23|Haj w#sak, haj! N#etko njetrjeba#s wjace z tym #kaporom p#ri#n#c.
Most2_24|Ty potajkim m#eni#s, zo sym to#lsty!
Most2_25|N#e! Ma#c je praji#la, zo dyrbju na swinje ked#dbowa#c.
Most2_26|W#ezo wone smjerd#da, ale dyrbju na nje ked#dbowa#c.
Most2_27|Hdy#z wjelki je hrabnu, su fuk. Dyrbju na nje ked#dbowa#c.
Most2_28|W#ezo je to wostud#le d#d#e#lo. Ale tr#ebne.
Most2_29|Brrr! Hej, brrr!
Murja_1|Wutrobny d#dak! N#etko dyrbju zaso k runakej!
Murja_2|Hdy#z mje stra#za w m#es#ce ze s#lu#zbnej drastu lepi, d#ostanu zaso swarje - ja so rad#so p#redras#cu.
Njedz1_1|S#l#on#kne pruhi so na wod#de frinkola.
Njedz1_2|Za kupanje je hi#zo p#rezyma.
Njedz1_3|Ja tola h#lupy njejsym!
Njedz1_4|Tule nochcu wud#di#c!
Njedz2_1|S#l#on#kne pruhi so na wod#de frinkola.
Njedz2_2|Za kupanje je hi#zo p#rezyma.
Njedz2_3|Ja tola h#lupy njejsym!
Njedz2_4|Tu nochcu wud#di#c!
Pinca2_1|P#oj, pokazam #ci n#etko zajimawu rysowanku ...
Pinca2_2|Zwotkel pak ma m#lynk potom hi#s#ce kuz#larsku m#oc, hdy#z je kniha hi#zo wjacore sta l#eta zhubjena?
Pinca2_3|Potajkim, w#odny mu#z je swjatnicu naspomni#l. Swjatnica, abo tuta tajna rumnos#c, drje je n#ehd#de pod zemju, dokel#z Koraktor njesm#ed#de#se cuzym wojakam do rukow p#ri#n#c. P#ristup k tutym rumnos#cam m#ejachu jeno#z m#e#snicy abo nawoda splaha, tu#ci buchu tam te#z pochowani.
Pinca2_4|Tu wid#di#s tajkeho boha starych Serbow. W#on mjenowa#se so Swaixtix - b#oh hw#ezdow a s#l#on#knych pruhow - potajkim znamjo #ziwjenja a w#estoty.
Pinca2_5|W jednej ruce ma Swaixtix #skli#kku, z kotreje#z p#lomje#ska sapaja. Jemu pod nohomaj wid#di#s #kornu knihu. Snano m#o#ze #ci tuta #skla pomha#c. Wona pokazuje pu#c ke Koraktorej.
Pinca2_6|W#este d#d#ele kuz#larskeje knihi b#echu so ertnje potomnikam zd#d#elili - w#ezo jeno#z m#oli#kki d#d#el toho, #sto#z Koraktor wobsahowa#se. N#o haj, a m#lynk je tajki potomnik stareho m#e#sniskeho splaha, snano te#z posledni, ki#z z ma#lymi #kinkami lud#di mjerza a tra#si.
Pinca2_7|W#ezo je m#lynk wot swojich prjedownikow wo m#ocnej knize s#ly#sa#l. W#on pak nima klu#k ke Koraktorej. Klu#k je tuta #skla.
Poklad_1|Nazajtra
Poklad_2|Knje#ze juwel#ero, poka#z#ce mi dowolnos#c.
Poklad_3|Pro#su jara. Tule je.
Poklad_4|Podpisana je a te#z zyglowana. W porjadku, sm#e#ce do pok#ladni#s#ca zastupi#c.
Poklad_5|Hd#de jeno#z w tutej zatra#snje wulkej komorje #sklu namakam? Snano chowa so tam w r#o#zku.
Poklad_6|Hmm, #sto so tu w#sitko sk#laduje: s#lonowina, k#rinje po#lne z#lota,
Poklad_7|a tu na polcy je na#sa serbska #skla.
Poklad_8|To bud#de so Krabat wjeseli#c! Skoku ju wum#enju, zo to nicht#o njepytnje.
Poklad_9|W#sitko w porjadku, knje#ze Dinglingero?
Poklad_10|W#ezo. Jara porjadnje zrumowane, wa#se pok#ladni#s#co. To hnydom w#sitko namaka#s.
Poklad_11|Ka#z so s#lu#sa, w#sako njejsmy w pr#ozdnje#ncy Ali Baby a jeho 40 rubje#znikow. W#sitko ma sw#oj porjad!
Polo1_1|Wonaj na polu d#d#e#lataj.
Polo1_2|Kamu#ski na pu#cu.
Polo1_3|Hej, to su wohnjowe kamu#ski!
Polo1_4|Za #ko bych ju dyrbja#l poch#losta#c?
Polo1_5|Za #ko bych jeho dyrbja#l poch#losta#c?
Polo1_6|Nochcu, zo so rozhn#ewa!
Polo1_7|Nochcu, zo so rozhn#ewa!
Polo1_8|Wozmjemy je najprjedy sobu.
Polo1_9|Ja sym Micha#l. A to je Ha#n#za, moja stracho#ciwa #zona. #Sto je noweho w Jitku?
Polo1_10|To je najskerje we w#sej #Lu#zicy tak. D#de#n wote dnja samsny wotb#eh.
